Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,33842,COLORS-56,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 240.00,R 216.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33843,COLORS-58,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 250.00,R 224.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33844,COLORS-60,POLY COTTON CONTI SUITS - COLORS,,,Pioneer,Colour:,R 259.00,R 232.00,,,,,,,"POLY COTTON CONTI SUITS - COLORS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33845,CSD32-44,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 259.00,R 228.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33846,CSD-46,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 280.00,R 250.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33847,CSD-48,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 295.00,R 262.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, Workwear & PPE > Workwear, PPE > Workwear, Workwear & PPE"
simple,33848,CSD-50,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 305.00,R 273.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33849,CSD-52,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 390.00,R 347.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33850,CSD-54,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 389.00,R 296.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33851,CSD-56,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 345.00,R 307.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33852,CSD-58,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 355.00,R 319.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Workwear & PPE > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33853,CSD-60,DENIM CONTI SUITS NAVY BLUE,,,Pioneer,Colour:,R 369.00,R 330.00,,,,,,,"DENIM CONTI SUITS NAVY BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Automotive, Workwear & PPE > PPE, PPE, Roadworks and safety > PPE, Safety Wear & Equipment > PPE, Automotive > PPE, Roadworks and safety, Safety Wear & Equipment, PPE > Workwear, Workwear & PPE > Workwear, Workwear & PPE"
simple,33854,CSJ54-32-44,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 309.00,R 275.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33855,CSJ54-46,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 339.00,R 303.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33856,CSJ54-48,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 355.00,R 316.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33857,CSJ54-50,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 369.00,R 330.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33858,CSJ54-52,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 385.00,R 344.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33859,CSJ54-54,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 399.00,R 358.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33860,CSJ54-56,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 415.00,R 371.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33861,CSJ54-58,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 429.00,R 385.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33862,CSJ54-60,J54 100% COTTON CONTI SUITS ROYAL BLUE,,,Pioneer,Colour:,R 446.00,R 399.00,,,,,,,"J54 100% COTTON CONTI SUITS ROYAL BLUE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33863,CS006/7-32-44,CONTISUIT J54 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 317.00,R 288.00,,,,,,,"CONTISUIT J54 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33864,CS006/7-46,CONTISUIT J55 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 355.00,R 316.00,,,,,,,"CONTISUIT J55 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33865,CS006/7-48,CONTISUIT J56 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 369.00,R 331.00,,,,,,,"CONTISUIT J56 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33866,CS006/7-50,CONTISUIT J57 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 389.00,R 345.00,,,,,,,"CONTISUIT J57 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33867,CS006/7-52,CONTISUIT J58 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 399.00,R 359.00,,,,,,,"CONTISUIT J58 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33868,CS006/7-54,CONTISUIT J59 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 419.00,R 374.00,,,,,,,"CONTISUIT J59 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33869,CS006/7-56,CONTISUIT J60 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 435.00,R 388.00,,,,,,,"CONTISUIT J60 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33870,CS006/7-58,CONTISUIT J61 EMERALD GREEN /KHAKI,,,Pioneer,Colour:,R 449.00,R 403.00,,,,,,,"CONTISUIT J61 EMERALD GREEN /KHAKI by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33871,CSN-J54-32-44,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 319.00,R 288.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33872,CSN-J54-46,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 355.00,R 316.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33873,CSN-J54-48,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 369.00,R 331.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33874,CSN-J54-50,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 385.00,R 345.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33875,CSN-J54-52,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 399.00,R 359.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33876,CSN-J54-54,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 419.00,R 374.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33877,CSN-J54-56,"J54 100% COTTON CONTI SUITS NAVY
SUBJECT TO AVAILABILITY AND PRICES CAN CHANGE WITHOUT PRIOR NOTICE",,,Pioneer,Colour:,R 435.00,R 388.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY\n SUBJECT TO AVAILABILITY AND PRICES CAN CHANGE WITHOUT PRIOR NOTICE by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33878,CSN-J54-58,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 449.00,R 403.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33879,CSN-J54-60,J54 100% COTTON CONTI SUITS NAVY,,,Pioneer,Colour:,R 469.00,R 417.00,,,,,,,"J54 100% COTTON CONTI SUITS NAVY by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33880,CSGF32-44,GREEN FLAME RETARDENT CONTI SUITS,,,Pioneer,Colour:,R 539.00,R 481.00,,,,,,,"GREEN FLAME RETARDENT CONTI SUITS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33881,CSGF46,GREEN FLAME RETARDENT CONTI SUITS,,,Pioneer,Colour:,R 592.00,R 529.00,,,,,,,"GREEN FLAME RETARDENT CONTI SUITS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33882,CSGF48,GREEN FLAME RETARDENT CONTI SUITS,,,Pioneer,Colour:,R 619.00,R 553.00,,,,,,,"GREEN FLAME RETARDENT CONTI SUITS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33883,CSGF50,GREEN FLAME RETARDENT CONTI SUITS,,,Pioneer,Colour:,R 645.00,R 578.00,,,,,,,"GREEN FLAME RETARDENT CONTI SUITS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33884,CSGF52,GREEN FLAME RETARDENT CONTI SUITS,,,Pioneer,Colour:,R 675.00,R 602.00,,,,,,,"GREEN FLAME RETARDENT CONTI SUITS by Pioneer - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
