product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image,URL,Attributes_origenal,attributes,Price,Regular,Price.1,Sale,Price.2,type,images,variant,description,short_description,stock,brand_slug
1087,G110,Pioneer Flex Lite-Pro Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G115-2.jpg,,"The Pioneer Flex Lite-Pro Glove offers durable, lightweight hand protection suited to tasks requiring dexterity and comfort. Its lightweight construction reduces hand fatigue during extended wear. Suitable for assembly, warehousing and general light-duty handling applications.","Flex Lite-Pro glove for durable, lightweight hand protection.",10,pioneer
1088,G133,Pioneer Flex Blackmax Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G139-2.jpg,,"The Pioneer Flex Blackmax Glove offers durable general-purpose hand protection in a rugged black design. Its flexible construction provides a comfortable fit for demanding handling tasks. Suitable for construction, warehousing and general industrial handling applications.",Flex Blackmax glove for durable general-purpose hand protection.,10,pioneer
1089,G134,Pioneer Flex Thermo-Pro Glove Fleece Lined,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/04/1.png,,"The Pioneer Flex Thermo-Pro Glove features a fleece lining for warm, comfortable hand protection in cold conditions. Its insulated construction helps retain warmth during outdoor winter work. Suitable for outdoor construction, logistics and cold-weather industrial applications.","Flex Thermo-Pro fleece-lined glove for warm, comfortable hand protection.",10,pioneer
1090,G106,Pioneer Flex Optima Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G112-1.webp,,"The Pioneer Flex Optima Glove offers durable general-purpose hand protection for a range of industrial tasks. Its flexible construction provides a comfortable, secure fit during extended wear. Suitable for warehousing, construction and general industrial applications.",Flex Optima glove for durable general-purpose hand protection.,10,pioneer
1091,G108,"PIONEER15 Gauge Nylon Liner, Water Base Nitrile Fully Coated",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G113-2.jpg,,"The Pioneer 15-Gauge Nylon Liner Glove features a black water-based nitrile full coating over a grey nylon liner for durable general handling protection. Its fully-coated construction provides reliable grip and durability. Suitable for warehousing, construction and general industrial applications.",15-gauge grey nylon-liner glove with black water-based nitrile full coating.,10,pioneer
1092,G804,Waterproof Thermo Glove Fleece Liner,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G2028-2.jpg,,"The Pioneer Waterproof Thermo Glove features a fleece liner for warm, comfortable protection in cold, wet conditions. Its waterproof outer construction keeps hands dry during demanding outdoor tasks. Suitable for construction, logistics and outdoor work in cold or wet weather.","Waterproof thermo glove with a fleece liner for warm, comfortable protection.",10,pioneer
1093,G2028,"Pioneer Tough 8 Supa Heat Resist Glove Elbow - Kevlar Stitch, Special Foam Palm for High Heat",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G606-2.jpg,,"The Pioneer Tough 8-Inch Supa Heat-Resist Glove features Kevlar stitching and a special foam palm for high-heat elbow-length protection. Its reinforced construction is designed to withstand extreme temperatures during demanding tasks. Suitable for foundries, welding and other high-heat industrial environments.","8-inch Supa heat-resist glove, elbow length, Kevlar stitch, foam palm, for high heat.",10,pioneer
1094,G1028,Pioneer Touch 8 Heat Resist Glove Elbow - Kevlar Stitch,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G105-1.webp,,"The Pioneer Touch 8-Inch Heat-Resist Glove features Kevlar stitching for elbow-length protection against heat during demanding tasks. Its reinforced seams withstand the rigours of high-temperature handling. Suitable for foundries, welding and other high-heat industrial environments.","8-inch heat-resist glove, elbow length, Kevlar stitch, for heat protection.",10,pioneer
1095,G143,"Pioneer Touch RIGGER143 Premium Cow Grain Leather Palm with Candy Back, Safety Cuff",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G146-XL-2.jpg,,"The Pioneer Touch Rigger143 Glove features a premium cow-grain leather palm with a candy back and safety cuff for tough handling tasks. Its rugged construction provides reliable protection during demanding industrial work. Suitable for construction, rigging and general industrial applications.",Rigger143 premium cow-grain leather glove with candy back and safety cuff.,10,pioneer
1096,G147,Pioneer Touch RIGGER147 Premium Cow Grain Leather Reinforced Palm with Breathable Mesh Back,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G172-2.jpg,,"The Pioneer Touch Rigger147 Glove features a premium cow-grain leather reinforced palm with a breathable mesh back for comfortable, tough handling tasks. Its mesh back improves airflow during extended wear. Suitable for construction, rigging and general industrial applications.",Rigger147 premium cow-grain leather glove with breathable mesh back.,10,pioneer
1097,G144,"Pioneer Touch WELDER144 Premium Cowsplit Lined Welding Glove,Denim Cuff, Kevlar Thread, Fully",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G147-2.jpg,,"The Pioneer Touch Welder144 Glove features premium cowsplit leather with a denim cuff and Kevlar thread in a fully-welted, lined construction for welding tasks. Its durable build withstands the heat and abrasion of demanding welding work. Suitable for welders and metalworking professionals.","Welder144 premium cowsplit lined welding glove, denim cuff, Kevlar thread, fully welted.",10,pioneer
1098,G145-L,"Pioneer Touch WELDER145 Premium Cowsplit Welding Glove, Jersey Liner, Denim Cuff, Kevlar Thread",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""L""}",,,,,,,/02/G148-2-scaled.webp,,"The Pioneer Touch Welder145 Glove features premium cowsplit leather with a jersey liner, denim cuff and Kevlar thread for welding tasks. Its reinforced stitching is designed to withstand heat and abrasion. Suitable for welders and metalworking professionals requiring durable hand protection.","Welder145 premium cowsplit welding glove, jersey liner, denim cuff, Kevlar thread.",10,pioneer
1098,G145-XL,"Pioneer Touch WELDER145 Premium Cowsplit Welding Glove, Jersey Liner, Denim Cuff, Kevlar Thread",,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""XL""}",,,,,,,/02/G160-1.webp,,"The Pioneer Touch Welder145 Glove features premium cowsplit leather with a jersey liner, denim cuff and Kevlar thread for welding tasks. Its reinforced stitching is designed to withstand heat and abrasion. Suitable for welders and metalworking professionals requiring durable hand protection.","Welder145 premium cowsplit welding glove, jersey liner, denim cuff, Kevlar thread.",10,pioneer
1099,G146-L,Pioneer Touch Deer Split Leather Glove with Themal Lining,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""L""}",,,,,,,/02/G170.webp,,"The Pioneer Touch Deer Split Leather Glove features thermal lining for warm winter hand protection during outdoor and industrial tasks. Its deer split leather construction offers durability alongside natural flexibility. Suitable for construction, logistics and outdoor work in cold conditions.",Deer split leather glove with thermal lining for warm winter hand protection.,10,pioneer
1099,G146-XL,Pioneer Touch Deer Split Leather Glove with Themal Lining,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Size"":""XL""}",,,,,,,/02/G171-1.webp,,"The Pioneer Touch Deer Split Leather Glove features thermal lining for warm winter hand protection during outdoor and industrial tasks. Its deer split leather construction offers durability alongside natural flexibility. Suitable for construction, logistics and outdoor work in cold conditions.",Deer split leather glove with thermal lining for warm winter hand protection.,10,pioneer
1100,G097,Pioneer Tough Spark Welding Glove Reinforced Palm Fully Kevlar,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G097-1.jpg,,"The Pioneer Tough Spark Welding Glove, 40cm, features a reinforced fully-Kevlar palm for extended heat and spark protection during welding tasks. Its Kevlar construction withstands the rigours of demanding welding work. Suitable for welders and metalworking professionals.","Spark welding glove, 40cm, with a reinforced fully Kevlar palm.",10,pioneer
1101,G098,Pioneer Tough G98 Air Cusioned Welding,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G098-1.webp,,"The Pioneer Tough G98 Air-Cushioned Welding Glove, 35cm, features a double-layer, fully-Kevlar construction for reliable heat protection. Its air-cushioned design adds comfort during extended wear. Suitable for welders and metalworking professionals requiring durable hand protection.","G98 air-cushioned welding glove, 35cm, double layer, fully Kevlar.",10,pioneer
1102,G099,Pioneer Tough Hi-Heat Welding Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G099-1.jpg,,"The Pioneer Tough Hi-Heat Welding Glove, 35cm, features a triple-layer, fully-Kevlar-stitched construction for maximum heat protection. Its reinforced build withstands extreme welding temperatures. Suitable for foundries, heavy welding and other high-heat industrial environments.","Hi-heat welding glove, 35cm, triple layer, fully Kevlar stitch.",10,pioneer
1103,G100,Pioneer Tough Air Cusioned Welding Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G100-1.jpg,,"The Pioneer Tough Air-Cushioned Welding Glove, 35cm, features a fully-Kevlar-stitched construction with air-cushioned comfort for welding tasks. Its reinforced build withstands demanding welding conditions. Suitable for welders and metalworking professionals requiring durable hand protection.","Air-cushioned welding glove, 35cm, fully Kevlar stitch.",10,pioneer
1104,G200-B,Pioneer Tough Lined Welding Glove a Grade,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Colour"":""Blue"",""Size"":""45cm""}",,,,,,,/04/1.png,,"The Pioneer Tough Lined Welding Glove, A-grade, 45cm, offers durable heat protection with an extended shoulder-length reach. Its lined construction provides comfortable, long-lasting wear throughout demanding work. Suitable for welders and metalworking professionals requiring extended heat protection.","A-grade lined welding glove, 45cm, for durable heat protection.",10,pioneer
1105,G300,Pioneer Tough Tigwelding Glove a Grade,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G621-1.jpg,,"The Pioneer Tough TIG Welding Glove, A-grade, 35cm, offers flexible heat protection suited to precision TIG welding tasks. Its A-grade leather construction balances durability with dexterity. Suitable for TIG welders requiring precise, heat-resistant hand protection.","A-grade TIG welding glove, 35cm, for flexible heat protection.",10,pioneer
1104,G400-O,Pioneer Tough Lined Welding Glove a Grade,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Colour"":""Orange"",""Size"":""35cm""}",,,,,,,/04/1.png,,"The Pioneer Tough Lined Welding Glove, A-grade, 35cm, offers durable heat protection for elbow-length coverage during welding tasks. Its lined construction provides comfortable, long-lasting wear throughout demanding work. Suitable for welders and metalworking professionals.","A-grade lined welding glove, 35cm, for durable heat protection.",10,pioneer
1106,G071,Pioneer Tough Vip Cow Grain Leather,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/G071-1.webp,,"The Pioneer Tough VIP Cow-Grain Leather Glove offers durable general-purpose hand protection in a gold-finish leather construction. Its cow-grain leather provides a tough, long-lasting barrier for demanding tasks. Suitable for construction, warehousing and general industrial applications.",VIP gold cow-grain leather glove for durable general-purpose hand protection.,10,pioneer
1107,GLOVEPAD01,Pioneer Tough High Heat Protection Glove Aluminium Pad (Sell by 1 Pcs Not Pair),,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,,,,,,,,/02/GLOVEPAD01-2.jpg,,"The Pioneer Tough High-Heat Protection Glove features an aluminium pad for enhanced protection against radiant heat, sold individually rather than in pairs. Its aluminised construction reflects heat away from the hand. Suitable for foundries, furnace work and other extreme-heat environments.","High-heat protection glove with an aluminium pad, sold per piece.",10,pioneer
1108,GDF02,Defender Chrome Leather Double Palm Wrist Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Material"":""Chrome Leather""}",,,,,,,/02/GDF02-2.jpg,,"The Pioneer Defender Chrome Leather Double-Palm Wrist Glove features a reinforced double-palm layer for durable hand protection. Its chrome leather construction offers a secure, comfortable wrist-length fit. Suitable for construction, engineering and general industrial applications.",Defender chrome leather double-palm wrist glove for durable hand protection.,10,pioneer
1109,G1041,PIONEER2.5 Chrome Leatherwrist Length Fleece Lined (Winter Glove),,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Material"":""Chrome Leather""}",,,,,,,/02/G110-1.jpg,,"The Pioneer 2.5-Inch Chrome Leather Wrist-Length Glove features a fleece lining for warm winter hand protection. Its chrome leather construction provides durability alongside cold-weather comfort. Suitable for construction, logistics and outdoor work in cold conditions.",2.5-inch chrome leather wrist-length fleece-lined winter glove.,10,pioneer
1110,G006-S,PIONEER16 Chrome Leather Glove Double Palm,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Material"":""Chrome Leather""}",,,,,,,/02/G006-S-1.png,,"The Pioneer 16-Inch Chrome Leather Glove features a double palm for durable, extended-reach hand protection. Its chrome leather construction offers a secure, comfortable fit for shoulder-length coverage. Suitable for construction, engineering and general industrial applications.",16-inch chrome leather glove with a double palm for durable hand protection.,10,pioneer
1111,G023-R-G,PIONEER2.5 Lined Wrist Length with Reinforced Palm,,"gloves-workwear-and-ppe, workwear-and-ppe",,Pioneer,pioneer,,,,"{""Colour"":""Green""}",,,,,,,/04/1.png,,"The Pioneer 2.5-Inch Lined Wrist-Length Glove features a reinforced palm for comfortable, durable hand protection. Its lined construction offers warmth alongside general-purpose protection. Suitable for construction, warehousing and general industrial applications.",2.5-inch lined wrist-length glove with a reinforced palm.,10,pioneer
